id,text,user_id,timestamp_ms,place_full_name
985558133278986241,"Come join @LucyNolandFOX29 @hankfox29, yours truly and hundreds of others at @marltontavernnj raising funds for hom… https://t.co/LC7gQ5bU78",15225605,1523810344415,"Marlton, NJ"
985558135938134017,I have the worst luck 🤬,461779452,1523810345049,"Austin, TX"
985558135497744385,@coffeeandanal this tweet speaks to you. https://t.co/VXMZvQM8OO,2880499487,1523810344944,"Kittanning, PA"
985558136709943296,Maybe I Can Get Wayneirah To Put A Car In Her Name For Me . I’ll Pay The Tickets Then,343747869,1523810345233,"Philadelphia, PA"
985558136730935297,@Crunchyroll Great I felt like I’m the only guy who watches this show,955352394191208448,1523810345238,"Hackensack, NJ"
985558137175293952,We're #hiring! Click to apply: LPN Licensed Practical Nurse (Healthcare – Nursing) - https://t.co/kVuhxDx5gG #LPN… https://t.co/QwxAc8So0o,22924741,1523810345344,"Macon, GA"
985558136265289728,How the heck does Twu have a university night and UNT doesn’t??? I’m a lil mad https://t.co/GT3kLh3npf,727468512,1523810345127,"Texas, USA"
985558137410375681,@cajun_house stopping in one of your places for the first time. Mildly disappointed that an establishment claiming… https://t.co/ZOh7Bgrj3M,19110100,1523810345400,"Summerville, SC"
985558138454757377,@mvxhoang @BreannaJustice3 @mckennabledsoe @Jenelle__Mae @j_eberts this was us in Tennessee... tryin’ get all the angles,1210053728,1523810345649,"Ohio, USA"
985558138635145222,@mikeg5866 @no1mate @DRUDGE_REPORT Rumors are Trump's attorney Cohen used campaign money for himself hiding behind Trump.,3436127559,1523810345692,"Illinois, USA"
985558138605711360,@hal_bo_bal PICK ME,2193330463,1523810345685,"Lock Haven, PA"
985558139046187008,"@NightSchool @KevinHart4real @TiffanyHaddish @TaylorBolling5 Omg, I can't wait, 😂😂😂😂🤟❤",967920844562460673,1523810345790,"Kentucky, USA"
985558138005934082,Reservists been watching CNN like https://t.co/4BopLCW80R,1035060398,1523810345542,"Baldwin, PA"
985558139331366915,revenge is like the sweetest joy next to getting,1733233656,1523810345858,"Kingsland, GA"
985558139587018754,"@KevinKvasnok12 
Russ-dress 2.0",719983288681500672,1523810345919,"Oakland, CA"
985558140186918913,Pretty In Pink. This is scented with Ylang Ylang essential oil. ❤️ @ Ethereal Aesthetics https://t.co/oWHmIWQ1Wk,63178306,1523810346062,"Alvin, TX"
985558140216397824,Stationtecture @ Washington and Wabash https://t.co/uoDlldtzAe,20779545,1523810346069,"Chicago, IL"
985558140371591169,I blame the weather for my shitty moods,1536792788,1523810346106,"Berwick, ME"
985558140044304384,I JUST LOVE HIM OKAY https://t.co/HyaKNznIwe,1147185655,1523810346028,"Arizona, USA"
985558140560334848,@Riff_Raff45 @ANCIENTENGRAVIN Hahahah that’s why he was elected you old fool!,4099674863,1523810346151,"Georgia, USA"
985558140203790336,Ooooo baby https://t.co/Eue197mzjG,52109056,1523810346066,"Florida, USA"
985558140803575809,@F3LETC has the Q for #HeavyMetalMonday at Hugh MacRae Park 0530. If he can fight the #fartsack so can you #pb #preblast @f3capefear,18641527,1523810346209,"North Carolina, USA"
985558140900073472,"Nah the intro to ""Don't Hurt Yourself"" still my favorite part of that performance.",157096271,1523810346232,"Boston, MA"
985558141214625795,oh SHES a Libra https://t.co/GQsHO6Eewn,2894208741,1523810346307,"Texas, USA"
985558141499736065,"Liked the halftime sub for Agudelo, not sure why Caldwell got subbed off though, consistently one of the hardest wo… https://t.co/opVfxXifip",35379440,1523810346375,"Farmington, CT"
985558141617213440,@realDonaldTrump I can wait until Jim Comey‘s book come out it’s going to be great.,62580806,1523810346403,"Manhattan, NY"
985558141839421440,"Can you recommend anyone for this #job in #Cleveland, OH? https://t.co/Q6Mf3mYU2m #Cheflife #Hiring #CareerArc",22488122,1523810346456,"Cleveland, OH"
985558141902475264,I’m regretting not having caffeine yesterday more then the amount of alcohol I drank.,317341929,1523810346471,"Wisconsin, USA"
985558141994721282,Dog goals https://t.co/rKjlX95VmN,480081532,1523810346493,"Omaha, NE"
985558142187646976,"In the absence of that, Foreign Policy is set by a professionalized Foreign Policy establishment, the “Blob” as Rho… https://t.co/MevwpbZBqL",956779022,1523810346539,"Manhattan, NY"
985558142695149568,@trosper_bailey ahaha thank you bailey!! 💙,2158874065,1523810346660,"Goshen, IN"
985558142762221578,@karlesanford @bforrest30 @SouthwestAir I think @bforrest30 is saying the other airlines do that BS,294344899,1523810346676,"Plano, TX"
985558142825254914,I happen to qualify as all 3👅👅👅👅 https://t.co/tNsO1U40qP,206479360,1523810346691,"Chattanooga, TN"
985558140551868418,“This is the best day of my life!” -Bean (6) on April 15 #onlyinmn https://t.co/ybxw4Kj5c8,699507899102400512,1523810346149,"Minneapolis, MN"
985558142841913344,"“Hey Dustin, May you take a picture of me and Julia?” - me 
“Of course!” - Dustin 😂

Such a… https://t.co/QNKWOHJgOr",41360227,1523810346695,"Beloit, WI"
985558128702844929,@TomFitton @cpag001 @nytimes When people start to believe that the law doesn't apply to them because they are the law,32510536,1523810343324,"Thornton, CO"
985558143693459459,"Happens to me all the time 😁 @ Austin, Texas https://t.co/nkGfhnY8LR",855268213000515584,1523810346898,"Austin, TX"
985558144029020161,#sciencemarch @ Washington Square Park https://t.co/jf4HjMKoks,33344949,1523810346978,"Manhattan, NY"
985558144129564673,low key I threw my ass back to the yodel boy remix last night that hoe slaps,742140158,1523810347002,"Texas, USA"
985558227394879493,Happy birthday to my grandma!!!! ♡♡♡,281072815,1523810366854,"Sunrise Manor, NV"
985558228602847233,sorry i was afk,335191851,1523810367142,"Athens, GA"
985558228565217281,Currently stuck somewhere between not knowing if my blood sugar is low or if I’m just hungry,53188283,1523810367133,"Norland, FL"
985558229009752064,@maddisonscherer ily sm more,2873838764,1523810367239,"Warsaw, IN"
985558228065857536,It's suppose to be 65° today here in Montana USA 💜💜💜 https://t.co/t6jyc5jI5i,299776430,1523810367014,"Billings, MT"
985558229160640512,"clear sky -&gt; broken clouds
temperature up 56°F -&gt; 58°F
humidity down 62% -&gt; 41%
wind 22mph -&gt; 17mph",120934960,1523810367275,"Chico, CA"
985558228892377089,*hugs back* https://t.co/CTJ6mPPTj0,892805179661328388,1523810367211,"Indiana, USA"
985558229689266177,my life constantly puts me situations so strange that I feel like I’m actually living in a super bad Netflix movie,856290877748236288,1523810367401,"Virginia, USA"
985558229584416774,I hate you @Starbucks https://t.co/Oo5JWpsfb4,369336385,1523810367376,"Orlando, FL"
985558229680906241,@Robin_25 @NOAHthaDrummer @nfrealmusic @d0hertyry4n @EverlitMusic @LynzCrichton @iamErinMcAndrew @raleighkeegan… https://t.co/zE7Nm8p4Tn,24823579,1523810367399,"Minnesota, USA"
985558230024716291,Horrifying https://t.co/DhvO9SlJOs,821537497826074624,1523810367481,"Hallandale Beach, FL"
985558229928370177,@ParkerMolloy its strange to me that your undying passionate certainty about that of all things seems worth spendin… https://t.co/VoqQub9mXh,1349642226,1523810367458,"Marvin, NC"
985558230251261952,This bout the most ignorant thing I seen today. https://t.co/9pGXaj57Vz,330789251,1523810367535,"Lafayette, LA"
985558230444064768,Thank you Bhiya👹I appreciate you! You THA dood https://t.co/obrskzFVnC,1874014950,1523810367581,"Pueblo, CO"
985558231329239040,I have some beautiful ass followers,2317837945,1523810367792,"Houston, TX"
985558231169798144,Bye Becky https://t.co/6OZkl3YdLD,2693738948,1523810367754,"Kansas City, MO"
985558231752826880,@PepperUsagi Good Lawd!  😂💪🇺🇸,333059172,1523810367893,"Kentucky, USA"
985558232075677696,@James_rockwell1 @ttimbrooks Hell yeah thad,2989732477,1523810367970,"Bellingham, WA"
985558229991198720,Plug no socket 🔋🔌☄️💕 https://t.co/W9rmHP4yTf,767449667940605952,1523810367473,Grant D Tower
985558232054812673,Wait on it 😎 https://t.co/PNv5tPw6dB,355796040,1523810367965,"Chicago, IL"
985558232063148038,deadass https://t.co/NCZlPsureu,283329079,1523810367967,"Dulles Town Center, VA"
985558233166352384,@kvngmack_1 dont knock it til you try it bye,446675531,1523810368230,"Charlotte, NC"
985558233048928263,"We really made an internet meme perform at Coachella.. twitter is legendary, and the internet will never be beat https://t.co/7kmkPqA9TI",2170316247,1523810368202,"Country Walk, FL"
985558233275359234,@StarTribune She definitely will make an amazing Coach! She is a definite leader and will do great and will make po… https://t.co/5WnCRoKMx4,882001005683941376,1523810368256,"Maplewood, MN"
985558233598386176,“I just want to reassure you that you are going to hell no where else” OKAY SIERA,2743303383,1523810368333,"Ohio, USA"
985558233061494785,Just now realizing that’s the same dude that played the qb in Friday night lights. https://t.co/nbl1jj153X,2248634024,1523810368205,"Tinley Park, IL"
985558233720020992,"Me, myself and I and Kitty Kat had me 😫",2293848262,1523810368362,"Atlanta, GA"
985558233506045952,"If you wanna get beat, just say you wanna get beat https://t.co/8U1Jn88vCi",47252785,1523810368311,"Georgia, USA"
985558233757646849,@CamVolk3rt Why. That’s how people learn the lyrics. @ me next time 🤷🏽‍♀️ since the shoe fits.,963116320991662080,1523810368371,"Ohio, USA"
985558233908678657,I actually woke up to no text messages for the first time.. 😕,50040616,1523810368407,"Norfolk, VA"
985558233879334912,@Ericaaaaaa___ 😭😭 same !,2476377438,1523810368400,"Texas, USA"
985558234328125440,DRUNK IN LOVE!!!!!!!!,39630126,1523810368507,"Brooklyn, NY"
985558232537190406,"Be sure to get your Party After Prom tickets starting on Monday, April 16.
They are $15 and you get a free t-shirt! https://t.co/9aM4fCOBuH",2959569862,1523810368080,Siegel High School
985558234340708357,#panhead @ Cave Creek  Bike Week https://t.co/1wuyTns8if,67081221,1523810368510,"Cave Creek, AZ"
985558234487336961,Just resting by Nature’s nice “graffiti” art wall. #redrocks @ Red… https://t.co/RnjeMneGw4,907889333226553344,1523810368545,"Nevada, USA"
985558234395103232,Sarah Huckabee Sanders is just a deplorable liar. It’s all she knows how to do. https://t.co/YQbwwTBPYF,794610671128195072,1523810368523,"Henderson, NV"
985558234529484802,@MMonticolo I think it's called Mondays,871455962242195457,1523810368555,"Philadelphia, PA"
985558234760085507,Cool beans! Good to celebrate a holiday.  Just saying. #SaveKansas https://t.co/uVUrI0oVKi,927180132162396161,1523810368610,"Kansas, USA"
985558234995023880,@CharacterApprvd Truer words never spoken,122889185,1523810368666,"Chicago, IL"
985558235049492481,@stackszn_ Thanks bro 🤘🏾,350155341,1523810368679,"Pennsylvania, USA"
985558235498405888,@mmirandareyess amazing times 😂😂,2158874065,1523810368786,"Goshen, IN"
985558235661946881,"@carlblauvelt @notcapnamerica @CarriWeatherwax My grandmother(born in the 1920's/Birmingham, AL) raised us to buy s… https://t.co/3C9T34RUOc",215822232,1523810368825,"New York, USA"
985558235749986305,Yoga ::: the perfect medicine when you’re stuck in a blizzard during what’s supposed to be your… https://t.co/UnuaprCAQH,704742862718529536,1523810368846,"Bloomington, MN"
985558236198731776,"@PTXofficial I’ve already bought 2 copies, a shirt, and Ive been listening to #PTXTOPPOPV1 on repeat all weekend! W… https://t.co/XIS7EM5o9H",776921151721263104,1523810368953,"Lenexa, KS"
985558236416827392,@perlmutations The Republicans love their sheep.,2419336495,1523810369005,"Wenatchee, WA"
985558236156669952,Lmao the men is do baree cunt https://t.co/3hQEIOQlTu,386916588,1523810368943,"Oshawa, Ontario"
985558236962217985,"Each step, each mile, each workout offers the possibility to find the best within ourselves. As… https://t.co/pJf907rUx5",38851041,1523810369135,"Manhattan, NY"
985558236907606017,in the mood for some tacos but also chinese food BUT i could really go for some pasta 🤕,4219618572,1523810369122,"Houston, TX"
985558237020762112,@Airbnb couldn't get into the place I had rented for the weekend last night. Messaged the hosts. Didn't get any hel… https://t.co/jOJ78NE7ZL,859192372420370437,1523810369149,"Toronto, Ontario"
985558237247426560,"Lol I ain’t like sis energy, “I’m confused” https://t.co/sXAcwVhJQv",238648887,1523810369203,"Hampton, VA"
985558237435973633,@catcultss To death my friend,2372940552,1523810369248,"Hawthorne, CA"
985558237939453952,"Please everyone, stop with the MJ vs. Beyonce crap.  Comparison is the thief of joy, and it's just like haters and… https://t.co/qWs2PsZxa8",61272600,1523810369368,"Brooklyn, NY"
985558238149185537,Beyoncé went to a whole concert filled  to the brim with Becky’s with the Good Hair and sang about Becky with the G… https://t.co/OBdRib6WnE,101804462,1523810369418,"Queens, NY"
985558239839440896,i love beyonce so much😢,557396385,1523810369821,"Baltimore, MD"
985558239747231744,You see this @82packfan?? https://t.co/bInS1p5upu,24576264,1523810369799,"South Bend, IN"
985558240267124737,"""We need to remember it's God's desire for us to know the truth."" | Pastor David Rosales 

#CCCV
#SundayMorningService
#JesusPeopleCommunity",64494288,1523810369923,"Chino, CA"
985558241567387648,"So whether you love delving into a role playing fantasy adventure, or just want to chill out with the latest action… https://t.co/qQkAmdZXGT",51144984,1523810370233,"San Jose, CA"
985558241571672066,WAIT BECAUSE THE ENTIRE TIME I WAS WATCHING THIS MY HAIRS WERE FALLING OUT https://t.co/kho7l4Nnhi,1348308187,1523810370234,"Harrison, NY"
985558239680049154,Walking the #redcarpet at @Choose_Respect. It is so important to encourage #teens ro engage in… https://t.co/bjZTTPLcBB,2882964016,1523810369783,"Rockville, MD"
985558242410553344,@realDonaldTrump I have no concerns about attorney-client privilege.,1708725870,1523810370434,"White Plains, NY"
985558242255392771,Looks like er got a couple of bad asses. #brothers @ Fontana High School https://t.co/Vkupwo4ct8,297445851,1523810370397,"Fontana, CA"
985558242334949377,@TWMarbach @CNNPolitics I think the president needs to follow the Constitution and be limited by it. Those who pref… https://t.co/CImkb0Xc76,18498963,1523810370416,"California, USA"
985558240867078144,Starting Lineup for the #FoodCity500 at @BMSupdates Row 4 https://t.co/jRxsfAuS3Q,22324024,1523810370066,"Glenburn, PA"
985558242892959744,"Another custom made correction of pectus excavatum.  As an artist and plastic surgeon, I like to… https://t.co/KM3fhxcZgD",43121052,1523810370549,"Toronto, Ontario"
985558242846625793,"@Johnafins You are smart, you are kind and you are important. 😉 Now go out there and slay the game. Have a great da… https://t.co/UKFmemPI0a",596186130,1523810370538,"Las Vegas, NV"
985558243127705600,@ZaibatsuNews Trumps entire staff should be hauled in and put under interrogation.  As we know Trump is obsessed wi… https://t.co/PQuORlFr6K,163089793,1523810370605,"Foothill Farms, CA"
985558243392000003,@Dart_Adams Chrono trigger,17799099,1523810370668,"Jackson, MS"
985558243702464513,All I remember is Cynthia and I in College Algebra year 2015 making plans to go to Coachella... both of us broke asf 😢😢😂,1733867304,1523810370742,"Jersey City, NJ"
985558243786162176,Ok Greeks. Erybody just caallllmmmmm downnnnnn.,97263020,1523810370762,"Colorado, USA"
985558243891122176,@KarenPierceUN Good Afternoon! Nice seeing you on @ANHQDC w/ @EricShawnTV Great job in the @UN Prayers you and your… https://t.co/cJgfx9s3qI,882353329657049089,1523810370787,"North Lauderdale, FL"
985558244155260930,@pspoole MbS has no say in the matter: he just needs to stop funding MB front groups,2751138360,1523810370850,"Highlands Ranch, CO"
985558244419559424,@LaReina_Jacky Thanks pretty 💗😭,849403499163123712,1523810370913,"Atwater, CA"
985558244839092225,So #happy to be #home with my #babies #homesweethome #owasso #oklahoma #myheart… https://t.co/qFk7NtzuW9,19200618,1523810371013,"Owasso, OK"
985558243815682048,@realDonaldTrump Cannot wait! For Director Comey interview tonight!!! As the Perp-in-Chief you should watch!! Book… https://t.co/kygEOhKVUC,316257131,1523810370769,"Plano, TX"
985558245006807041,Why did the wayans brothers have beef with bet comicview?,2220339133,1523810371053,"Durham, NC"
985558241722515456,"Welcome to Universal Studios Hollywood! 🎬

#ThemeParkConnect #UniversalStudiosHollywood #USHAP… https://t.co/bU5V3HJUUQ",3224799145,1523810370270,Universal Studios Hollywood
985558245371596800,Lake Michigan was fantastic this morning - love the infinite moods I’ve seen in just the few… https://t.co/Pl9m00J0gJ,26494571,1523810371140,"Ogden Dunes, IN"
985558245703081984,@CypherBeCute @dougtussin I mean I think people would rather have food in their stomachs than spending money to fix a window lol,3022025619,1523810371219,"Parma, OH"
985558246415990784,"I don’t know how I never knew about Over the Garden Wall, but I just watched the whole series and wow...perfection.… https://t.co/RLn2OQde23",71342333,1523810371389,"Fox Chapel, PA"
985558246055432192,Bet text the addy https://t.co/xqo33UTuKA,193035909,1523810371303,"Pooler, GA"
985558246755913728,Me myself and SORRY,16116884,1523810371470,"Tallahassee, FL"
985558246336249856,@balthsbart @FrankG2233 I think this one is true. I may be wrong.          “”But that doesn’t mean he can’t come to… https://t.co/SEdPLk54LI,901180643022848000,1523810371370,"Washington, USA"
985558247015936000,I can’t believe Yes Julz still be around the industry lmao u niggas have no pride,230742411,1523810371532,"Columbus, OH"
985558246860705795,@SprongStyle41 that’s just depressing,74609379,1523810371495,"Chicago, IL"
985558247804424198,My headwear game is strong today. #kidmin @ Grace For Eternity Church https://t.co/LLtmTCccYj,92166787,1523810371720,"Haltom City, TX"
985558247766716417,@lulu_lemew He's trying to find a heartbeat.,2541122973,1523810371711,"West Palm Beach, FL"
985558248093900800,"Buffet w the family!! #vacation (@ Seneca Niagara Casino - @senecacasinos in Niagara Falls, NY) https://t.co/w6e1g8H1EZ",14054735,1523810371789,"Niagara Falls, NY"
985558248404213760,"4. Your conscience should light up when you hear yourself saying, “I’ll go but I won’t participate.” #SermonNotes",70779964,1523810371863,"Hutto, TX"
985558248110673921,103 days 💚 @NiallOfficial,2571977894,1523810371793,"Norman, OK"
985558248693665794,"I'm at @Walmart Neighborhood Market in Kissimmee, FL https://t.co/Jt9fVr5ILc",53421318,1523810371932,"Buenaventura Lakes, FL"
985558249297645569,"#SundayFunday Joshua and Jesse jamming...  #JCrew @ San Ramon, California https://t.co/xe6RPH7ZwL",3259962912,1523810372076,"San Ramon, CA"
